1H16_A/PFL1,1R9E_A/PFL2_DhaB_BssA,1HK8_A/RNR_III,1L1L_A/RNR_II_MONOMER,4R1R_A/RNR_1,1XJE_A/RNR_II_Dimer,2HA9_A/RNR_PFL_like_DUF711,20808264/RNR_III,38199336/RNR_III,29897259/RNR_III,46578715/RNR_III,34395948/RNR_III,16799382/RNR_III,17549184/RNR_III,50843575/RNR_III,15597116/RNR_III,42526839/RNR_III,34103723/RNR_III,45047350/RNR_III,31745026/RNR_III,18309899/RNR_III,23466296/RNR_III,19703656/RNR_III,18311489/RNR_III,15679535/RNR_III,25028919/RNR_III,19913820/RNR_III,19887396/RNR_III,14589982/RNR_III,41615134/RNR_III,26553948/RNR_III,32034522/RNR_III,56459299/RNR_III,15643151/RNR_III,122202257/RNR_II_MONOMER,46445745/RNR_II_MONOMER,182676582/RNR_II_MONOMER,66801255/RNR_II_MONOMER,22298870/RNR_II_MONOMER,2F3O_A/PFL2_DhaB_BssA,28379125/PFL2_DhaB_BssA,418519/PFL2_DhaB_BssA,3024375/PFL2_DhaB_BssA,22536514/PFL2_DhaB_BssA,28203085/PFL2_DhaB_BssA,23954275/PFL2_DhaB_BssA,28211126/PFL2_DhaB_BssA,26250357/PFL2_DhaB_BssA,57158548/PFL2_DhaB_BssA,51244468/PFL2_DhaB_BssA,39984089/PFL2_DhaB_BssA,46580677/PFL2_DhaB_BssA,28300939/PFL2_DhaB_BssA,50877916/PFL2_DhaB_BssA,56476471/PFL2_DhaB_BssA,51850061/PFL2_DhaB_BssA,2500058/PFL1,3122593/PFL1,4218500/PFL1,6580769/PFL1,22298533/PFL1,28379671/PFL1,29350146/PFL1,29376172/PFL1,23465524/PFL1,16801097/PFL1,47525779/PFL1,19713713/PFL1,1PEQ_A/RNR_1,4R1R_C/RNR_1,2WGH_A/RNR_1,1ZYZ_A/RNR_1,417657/RNR_1,1350599/RNR_1,1350600/RNR_1,1710384/RNR_1,1710391/RNR_1,3914639/RNR_1,3914655/RNR_1,3914656/RNR_1,6093975/RNR_1,6225952/RNR_1,7388069/RNR_1,10957414/RNR_1,12644286/RNR_1,13882932/RNR_1,15290502/RNR_1,15604373/RNR_1,15674554/RNR_1,15677158/RNR_1,15791174/RNR_1,18266787/RNR_1,18311343/RNR_1,19074701/RNR_1,19703450/RNR_1,21223594/RNR_1,21910585/RNR_1,23100544/RNR_1,28198392/RNR_1,28493650/RNR_1,29654844/RNR_1,30019504/RNR_1,30316299/RNR_1,30793895/RNR_1,33236863/RNR_1,33598410/RNR_1,39938540/RNR_1,46100377/RNR_1,46255233/RNR_1,46446982/RNR_1,49256098/RNR_1,51891460/RNR_1,52000447/RNR_1,53728875/RNR_1,56707667/RNR_1,57014144/RNR_1,66810005/RNR_1,71895081/RNR_1,72163400/RNR_1,2648891/RNR_II_Dimer,57234895/RNR_II_Dimer,16082440/RNR_II_Dimer,51893898/RNR_II_Dimer,2621734/RNR_II_Dimer,15897814/RNR_II_Dimer,20090518/RNR_II_Dimer,42557734/RNR_II_Dimer,51246679/RNR_II_Dimer,15839968/RNR_II_Dimer,34102757/RNR_II_Dimer,20808702/RNR_II_Dimer,14590272/RNR_II_Dimer,42522732/RNR_II_Dimer,74055571/RNR_II_Dimer,81568276/RNR_II_Dimer,53803344/RNR_II_Dimer,15790595/RNR_II_Dimer,18313863/RNR_II_Dimer,21673413/RNR_II_Dimer,81737311/RNR_II_Dimer,21224150/RNR_II_Dimer,10175431/RNR_II_Dimer,32477697/RNR_II_Dimer,73748165/RNR_II_Dimer,47458851/RNR_II_Dimer,28210310/RNR_II_Dimer,17544914/RNR_II_Dimer,34397173/RNR_II_Dimer,53723300/RNR_II_Dimer,157165627/RNR_PFL_like_DUF712,18310479/RNR_PFL_like_DUF713,253581564/RNR_PFL_like_DUF714,150385022/RNR_PFL_like_DUF715,53728820/RNR_PFL_like_DUF716,254669585/RNR_PFL_like_DUF717,20090543/RNR_PFL_like_DUF718,23396954/RNR_PFL_like_DUF719,20094650/RNR_PFL_like_DUF720,154501151/RNR_PFL_like_DUF721,237732939/RNR_PFL_like_DUF722,15669861/RNR_PFL_like_DUF723,170290665/RNR_PFL_like_DUF724,18314171/RNR_PFL_like_DUF725,146303128/RNR_PFL_like_DUF726,15920428/RNR_PFL_like_DUF727,229536413/RNR_PFL_like_DUF728
1160,1240,1100,946,909,581,1200,1160,1150,1140,1120,1090,1140,1160,1180,1140,1160,1110,1140,1160,1140,1140,1170,1100,1130,1100,1090,1130,1200,1220,1190,1220,1240,1200,1010,1060,955,1030,1060,1120,1170,1200,1190,1180,1230,1190,1200,1220,1150,1190,1170,1220,1180,1200,1230,1230,1150,1130,1190,1150,1160,1160,1160,1160,1190,1160,1150,1170,774,909,822,839,823,816,821,846,834,839,789,835,814,797,795,844,833,809,817,886,825,920,776,831,860,878,792,801,839,856,858,755,789,852,809,832,778,780,900,814,859,844,826,801,833,925,844,863,836,826,773,430,459,469,463,453,504,0,563,510,536,628,639,571,734,644,770,644,616,540,739,781,740,749,731,611,749,789,737,735,830,1190,1190,1170,1190,1180,1180,1170,1200,1170,1190,1160,1190,1170,1200,1180,1160,1190
1180,1190,1110,953,919,589,1190,1170,1160,1150,1170,1100,1120,1160,1140,1190,1180,1110,1130,1160,1160,1120,1150,1100,1140,1110,1160,1150,1190,1200,1190,1190,1190,1180,1040,1040,957,1010,1080,1120,1220,1210,1200,1210,1180,1200,1230,1210,1180,1150,1140,1220,1160,1180,1230,1210,1190,1160,1160,1160,1180,1180,1190,1160,1180,1160,1160,1190,891,919,886,896,856,865,874,828,883,892,873,893,875,862,850,870,865,892,857,915,862,942,850,889,876,890,830,832,900,887,888,744,806,863,889,884,807,837,883,897,948,915,896,861,901,911,894,883,922,886,798,518,550,533,534,524,539,563,0,578,602,625,656,369,774,663,742,670,613,596,727,732,759,724,746,698,681,770,760,722,853,1180,1170,1180,1170,1160,1170,1170,1160,1190,1150,1160,1180,1180,1180,1120,1150,1190
1150,1180,1110,973,955,551,1230,1130,1160,1110,1160,1110,1150,1150,1160,1120,1140,1150,1160,1190,1150,1170,1140,1110,1150,1090,1130,1150,1170,1200,1210,1210,1220,1210,1030,1080,967,1030,1070,1120,1170,1180,1180,1160,1190,1140,1150,1190,1170,1170,1160,1230,1200,1190,1230,1230,1160,1130,1170,1140,1150,1160,1140,1160,1180,1130,1160,1160,855,955,859,877,861,870,869,879,876,898,876,866,883,860,895,909,864,894,899,872,872,960,834,884,898,887,874,820,881,925,902,837,825,901,886,889,841,873,924,874,847,895,875,876,899,919,882,933,893,863,831,436,414,478,406,460,535,510,578,0,542,598,609,570,758,600,774,600,611,637,763,778,733,728,748,586,716,784,680,771,815,1220,1220,1200,1210,1210,1210,1190,1200,1200,1200,1190,1210,1190,1220,1180,1200,1210
1130,1190,1090,928,912,580,1190,1140,1100,1090,1110,1110,1160,1120,1110,1120,1130,1120,1140,1170,1130,1110,1140,1080,1120,1090,1110,1120,1150,1150,1190,1150,1180,1190,1000,1040,931,1030,1070,1110,1150,1150,1160,1160,1170,1170,1170,1180,1130,1130,1130,1190,1190,1190,1200,1210,1120,1130,1140,1100,1140,1140,1130,1140,1160,1140,1120,1130,835,912,837,869,851,843,852,871,863,868,814,844,785,809,836,840,861,849,818,891,849,917,800,844,866,919,793,782,877,854,853,745,802,890,836,879,785,809,913,864,853,864,848,769,853,911,837,904,876,829,807,436,468,502,455,481,528,536,602,542,0,573,592,614,699,564,739,577,594,575,697,754,701,708,749,579,699,718,671,737,781,1160,1180,1160,1160,1170,1170,1150,1150,1150,1160,1180,1150,1140,1160,1130,1170,1170
1140,1210,1120,938,941,611,1180,1140,1140,1090,1150,1110,1130,1150,1110,1150,1140,1120,1140,1150,1140,1100,1120,1080,1110,1040,1130,1130,1190,1210,1150,1200,1200,1190,1000,1020,962,1020,1060,1110,1170,1210,1200,1190,1220,1160,1190,1210,1160,1150,1160,1190,1210,1200,1200,1200,1110,1110,1130,1120,1140,1120,1140,1160,1160,1120,1110,1150,907,941,843,871,837,876,852,888,863,849,853,843,849,844,862,867,852,900,860,856,857,957,819,864,880,880,838,777,917,852,845,792,789,908,844,878,801,802,916,859,856,858,845,838,862,917,835,881,864,832,782,582,626,623,589,601,603,628,625,598,573,0,584,642,702,489,735,240,620,669,714,722,679,680,790,730,675,736,526,693,718,1160,1150,1160,1140,1170,1180,1140,1160,1160,1140,1140,1140,1150,1180,1140,1170,1190
1150,1210,1070,882,918,575,1190,1180,1160,1080,1150,1060,1080,1190,1150,1170,1170,1070,1120,1140,1150,1080,1060,1060,1130,1050,1130,1100,1140,1160,1140,1160,1140,1130,990,983,954,1000,1060,1090,1160,1170,1190,1170,1210,1140,1160,1210,1160,1140,1140,1180,1180,1160,1190,1180,1150,1140,1160,1140,1140,1130,1140,1160,1190,1150,1160,1170,880,918,822,848,826,879,836,898,858,842,846,831,834,798,810,902,819,880,834,859,878,919,786,824,846,880,795,805,910,849,853,767,751,913,819,850,749,757,958,843,867,855,836,811,850,905,849,908,854,817,767,510,544,589,547,551,608,639,656,609,592,584,0,648,746,552,767,601,689,687,756,789,751,572,819,678,565,780,701,689,777,1170,1160,1140,1150,1150,1150,1130,1140,1110,1150,1140,1150,1140,1170,1130,1160,1160
1160,1190,1140,965,980,549,1220,1170,1160,1100,1150,1140,1140,1170,1120,1160,1150,1150,1160,1150,1150,1170,1130,1120,1180,1120,1150,1170,1160,1170,1170,1180,1170,1180,1010,1050,938,1030,1070,1070,1220,1170,1190,1190,1160,1170,1190,1170,1180,1200,1190,1220,1190,1180,1210,1200,1150,1150,1170,1140,1160,1170,1170,1160,1170,1140,1150,1190,892,980,909,948,888,895,905,876,914,908,883,910,927,865,888,909,893,885,883,925,914,976,888,906,906,913,842,861,940,942,934,801,825,913,899,880,854,868,952,923,918,921,918,886,925,925,929,921,916,907,834,515,506,548,593,559,529,571,369,570,614,642,648,0,763,677,729,698,697,600,738,739,725,762,769,683,739,758,763,749,844,1210,1210,1210,1220,1200,1200,1210,1210,1220,1200,1200,1210,1200,1220,1170,1180,1220
1170,1220,1130,1050,996,766,1180,1210,1200,1190,1200,1150,1160,1180,1190,1160,1200,1130,1180,1210,1210,1140,1170,1160,1210,1140,1170,1190,1220,1240,1220,1220,1200,1220,1080,1070,1040,1070,1080,1120,1220,1190,1220,1180,1210,1160,1180,1210,1190,1220,1170,1240,1230,1150,1260,1260,1170,1170,1140,1170,1170,1180,1160,1170,1180,1170,1170,1180,906,996,929,937,908,930,942,907,924,960,902,929,921,836,863,994,928,934,923,900,928,989,853,909,936,916,873,869,953,892,891,842,846,924,915,933,865,871,974,904,964,906,930,883,914,983,913,919,916,934,864,728,713,734,702,705,761,734,774,758,699,702,746,763,0,772,419,732,769,798,435,411,447,805,419,848,788,509,824,766,868,1160,1150,1150,1150,1150,1150,1140,1160,1160,1160,1150,1120,1170,1190,1180,1210,1230
1140,1220,1090,922,935,603,1210,1170,1120,1100,1140,1110,1150,1140,1100,1140,1160,1110,1160,1160,1160,1120,1130,1090,1130,1060,1120,1100,1200,1150,1160,1190,1170,1150,1030,1020,976,1040,1040,1100,1150,1160,1140,1170,1190,1130,1180,1190,1150,1160,1120,1190,1200,1170,1190,1190,1140,1130,1130,1110,1130,1140,1120,1160,1160,1140,1120,1120,913,935,825,857,850,897,860,905,850,853,899,845,888,834,837,899,847,932,882,869,903,953,792,879,934,885,885,788,936,905,885,775,719,925,848,851,787,762,949,841,884,836,827,850,860,910,849,939,877,829,746,574,597,601,580,555,601,644,663,600,564,489,552,677,772,0,816,488,633,659,761,806,777,678,827,679,709,812,553,658,745,1190,1200,1180,1180,1200,1200,1180,1180,1180,1150,1170,1190,1180,1180,1140,1150,1190
1160,1230,1160,1040,1020,797,1190,1220,1230,1150,1190,1170,1200,1190,1200,1190,1180,1190,1190,1210,1200,1180,1190,1180,1200,1150,1170,1160,1230,1260,1240,1210,1200,1200,1070,1050,1030,1070,1080,1150,1240,1220,1230,1200,1210,1160,1160,1240,1190,1210,1180,1200,1240,1230,1250,1250,1170,1150,1160,1160,1160,1170,1170,1150,1190,1150,1160,1170,957,1020,939,953,933,926,947,958,943,951,938,941,945,908,897,967,940,945,956,907,951,1010,909,924,976,921,920,907,983,925,912,914,920,996,943,950,876,929,993,950,995,937,943,928,937,979,947,968,939,948,921,743,749,789,744,773,771,770,742,774,739,735,767,729,419,816,0,774,802,790,319,222,482,849,481,854,818,504,860,811,907,1170,1170,1170,1180,1170,1180,1170,1170,1200,1190,1180,1180,1200,1200,1200,1180,1210
1130,1240,1110,978,928,626,1200,1180,1160,1100,1160,1090,1130,1190,1140,1170,1180,1090,1160,1160,1150,1110,1110,1070,1140,1060,1150,1140,1220,1190,1160,1180,1190,1190,1030,1050,962,1040,1080,1150,1180,1200,1210,1200,1240,1170,1210,1220,1170,1150,1180,1230,1230,1200,1250,1250,1120,1110,1120,1110,1130,1110,1120,1160,1150,1120,1120,1130,916,928,855,894,845,887,898,918,881,863,880,870,859,896,880,893,877,920,880,885,888,962,831,887,922,910,877,829,948,884,878,837,843,929,862,869,842,857,900,873,876,875,868,830,862,907,825,926,890,854,848,612,657,658,599,628,624,644,670,600,577,240,601,698,732,488,774,0,681,676,728,775,716,712,772,725,688,760,529,716,707,1180,1170,1160,1160,1170,1180,1150,1170,1180,1160,1150,1160,1150,1190,1150,1170,1170
1160,1180,1090,945,963,681,1190,1150,1150,1130,1190,1110,1130,1160,1150,1150,1170,1140,1140,1190,1140,1070,1160,1110,1130,1110,1140,1150,1180,1200,1190,1170,1200,1190,1010,1070,895,1010,1090,1140,1180,1160,1180,1170,1200,1170,1210,1200,1130,1140,1130,1230,1200,1170,1260,1230,1150,1120,1150,1120,1150,1140,1150,1140,1160,1120,1130,1150,890,963,886,891,889,912,889,905,901,908,932,905,896,888,849,910,900,905,901,910,923,969,835,896,924,902,911,870,893,904,901,822,840,933,896,908,876,856,951,903,949,912,900,866,882,970,889,946,912,887,845,580,562,595,579,582,626,616,613,611,594,620,689,697,769,633,802,681,0,672,773,809,784,726,789,690,731,839,712,787,828,1190,1180,1170,1160,1180,1180,1160,1180,1150,1170,1160,1190,1170,1190,1150,1170,1200
1170,1230,1120,999,964,618,1230,1170,1130,1130,1150,1180,1180,1150,1130,1160,1160,1150,1140,1170,1140,1170,1150,1130,1160,1080,1130,1150,1170,1180,1200,1190,1190,1180,1030,1060,979,1030,1090,1100,1180,1220,1200,1180,1220,1180,1230,1220,1170,1170,1160,1210,1190,1170,1220,1230,1160,1110,1170,1150,1150,1140,1130,1160,1160,1150,1150,1150,878,964,867,901,857,881,889,876,873,868,842,877,865,826,833,900,874,865,868,925,912,963,847,867,902,925,846,829,920,916,917,776,816,900,881,878,822,837,932,884,895,875,869,842,855,885,866,930,885,862,835,545,577,568,539,538,484,540,596,637,575,669,687,600,798,659,790,676,672,0,767,807,778,803,761,676,799,821,775,740,879,1200,1200,1190,1200,1170,1180,1210,1190,1200,1200,1170,1210,1200,1210,1180,1170,1200
1140,1190,1140,1040,993,739,1200,1200,1180,1120,1180,1140,1190,1160,1180,1150,1150,1140,1160,1180,1170,1150,1150,1170,1180,1120,1170,1160,1190,1230,1210,1190,1190,1190,1080,1030,1020,1060,1080,1130,1200,1180,1210,1190,1190,1140,1160,1210,1160,1200,1180,1220,1230,1200,1220,1220,1130,1140,1140,1120,1120,1140,1130,1120,1140,1120,1110,1140,950,993,957,977,949,936,966,946,944,977,894,967,910,880,894,968,953,977,917,932,957,1000,890,932,953,965,878,894,993,918,903,892,905,959,940,926,869,889,990,949,974,926,960,909,945,961,960,981,952,968,892,727,707,738,692,714,735,739,727,763,697,714,756,738,435,761,319,728,773,767,0,363,500,840,522,845,813,515,819,797,889,1170,1160,1170,1170,1160,1160,1160,1160,1180,1160,1170,1170,1180,1180,1170,1160,1190
1170,1200,1160,1030,1010,789,1220,1210,1220,1160,1210,1170,1220,1180,1210,1180,1200,1180,1200,1200,1220,1170,1200,1170,1210,1140,1180,1170,1240,1270,1250,1230,1200,1200,1080,1030,1060,1070,1090,1140,1210,1190,1230,1200,1220,1150,1170,1230,1180,1230,1190,1180,1230,1210,1260,1260,1150,1180,1150,1160,1160,1180,1160,1150,1180,1170,1150,1170,970,1010,984,984,961,947,991,942,983,1000,948,983,971,927,925,999,967,985,984,937,955,1030,914,964,1020,968,929,912,1010,923,904,909,935,997,976,982,919,933,995,973,995,971,983,954,976,964,984,961,988,990,928,746,768,784,739,785,785,781,732,778,754,722,789,739,411,806,222,775,809,807,363,0,492,872,523,878,841,524,876,829,918,1190,1180,1180,1170,1170,1190,1160,1190,1200,1180,1180,1180,1190,1210,1210,1190,1220
1130,1180,1090,1040,957,743,1200,1170,1170,1130,1140,1100,1140,1150,1110,1140,1130,1110,1170,1160,1180,1120,1130,1110,1160,1080,1110,1150,1210,1240,1200,1200,1210,1210,1100,1070,1050,1100,1100,1080,1210,1130,1200,1170,1180,1140,1150,1180,1160,1180,1160,1210,1190,1180,1210,1210,1110,1140,1110,1130,1120,1130,1130,1110,1140,1140,1120,1130,916,957,919,937,922,901,942,896,930,958,915,920,915,877,913,957,929,911,937,938,920,960,890,933,969,920,865,886,978,903,895,863,903,935,910,947,903,914,965,916,938,929,923,890,916,969,899,922,933,927,906,715,682,758,714,692,735,740,759,733,701,679,751,725,447,777,482,716,784,778,500,492,0,830,505,834,834,516,828,770,894,1190,1180,1160,1180,1170,1180,1160,1180,1200,1180,1170,1170,1190,1210,1190,1200,1200
1160,1190,1110,949,934,718,1210,1160,1160,1130,1180,1110,1130,1190,1180,1180,1190,1120,1170,1200,1170,1110,1120,1120,1130,1080,1150,1160,1180,1190,1130,1150,1150,1180,1060,1030,1010,1050,1070,1100,1180,1180,1180,1170,1200,1230,1240,1180,1170,1150,1120,1220,1200,1190,1200,1190,1130,1140,1110,1130,1140,1150,1140,1130,1160,1160,1130,1160,902,934,896,937,909,904,906,964,915,895,910,904,884,862,879,899,889,921,883,909,877,965,836,896,885,923,874,872,958,885,880,796,863,934,888,914,864,860,908,904,960,911,898,856,912,990,871,954,932,890,874,696,684,705,693,711,758,749,724,728,708,680,572,762,805,678,849,712,726,803,840,872,830,0,868,791,244,855,737,763,872,1210,1180,1170,1170,1200,1210,1190,1200,1190,1170,1170,1180,1190,1200,1150,1170,1220
1130,1190,1130,1090,1030,791,1230,1220,1210,1230,1220,1150,1160,1200,1220,1180,1210,1130,1190,1230,1230,1190,1190,1180,1220,1150,1180,1180,1230,1260,1260,1230,1250,1240,1090,1080,1060,1080,1100,1130,1210,1170,1200,1190,1190,1140,1160,1210,1190,1210,1190,1230,1160,1150,1230,1230,1150,1120,1140,1140,1130,1120,1120,1140,1150,1120,1130,1150,918,1030,935,954,922,927,948,952,947,969,959,939,920,929,944,974,944,929,937,953,931,1020,933,916,972,929,943,901,957,955,952,905,929,958,936,934,926,941,1020,919,963,950,936,929,946,999,956,951,950,939,907,736,733,773,741,741,808,731,746,748,749,790,819,769,419,827,481,772,789,761,522,523,505,868,0,836,858,653,844,820,914,1210,1210,1210,1210,1200,1210,1200,1210,1220,1210,1220,1210,1210,1230,1200,1210,1240
1150,1170,1090,963,954,660,1210,1140,1130,1030,1130,1100,1160,1120,1110,1140,1130,1120,1110,1140,1150,1150,1120,1090,1110,1070,1090,1090,1140,1150,1150,1120,1140,1140,1050,1090,968,1030,1050,1090,1200,1150,1190,1190,1180,1160,1180,1170,1150,1120,1100,1220,1190,1150,1200,1210,1160,1120,1180,1130,1150,1140,1150,1170,1180,1140,1150,1180,847,954,904,946,931,882,928,883,915,952,902,914,873,826,907,897,906,883,889,888,873,959,879,932,899,940,890,909,896,926,920,843,853,912,923,910,850,850,939,938,938,937,917,855,917,961,890,914,934,900,840,529,437,576,523,516,609,611,698,586,579,730,678,683,848,679,854,725,690,676,845,878,834,791,836,0,767,860,802,824,900,1200,1200,1200,1180,1200,1200,1180,1190,1170,1190,1200,1190,1190,1210,1160,1160,1220
1170,1200,1100,943,931,720,1200,1180,1150,1110,1180,1100,1130,1170,1180,1160,1180,1110,1160,1190,1170,1110,1100,1100,1140,1070,1160,1180,1160,1200,1120,1130,1130,1180,1060,1010,989,1040,1080,1100,1180,1190,1180,1180,1210,1230,1240,1210,1180,1150,1130,1230,1220,1200,1200,1200,1140,1130,1120,1130,1150,1160,1160,1160,1180,1150,1140,1160,892,931,923,970,917,888,940,927,934,930,904,930,886,895,913,920,905,932,902,925,887,957,886,929,895,941,852,888,947,890,898,807,886,931,913,933,870,904,902,936,965,942,931,864,926,999,856,941,952,918,911,669,704,711,689,696,757,749,681,716,699,675,565,739,788,709,818,688,731,799,813,841,834,244,858,767,0,818,752,742,878,1190,1180,1180,1160,1190,1200,1180,1180,1190,1160,1180,1180,1180,1200,1140,1170,1220
1130,1210,1150,1050,992,799,1200,1200,1200,1140,1160,1160,1170,1170,1140,1150,1200,1160,1220,1190,1170,1170,1180,1130,1220,1130,1210,1190,1200,1210,1200,1200,1210,1170,1080,1050,1050,1070,1110,1100,1200,1160,1200,1160,1180,1170,1170,1170,1180,1190,1180,1240,1200,1210,1240,1230,1140,1150,1140,1110,1140,1140,1130,1140,1140,1130,1120,1140,924,992,960,984,951,934,975,916,958,973,929,962,981,924,931,952,961,947,993,956,924,1010,922,954,1010,966,889,920,984,940,941,896,942,959,975,959,896,924,973,969,977,960,966,918,954,1020,925,935,972,965,937,748,765,759,765,772,756,789,770,784,718,736,780,758,509,812,504,760,839,821,515,524,516,855,653,860,818,0,824,824,896,1180,1170,1170,1180,1160,1180,1160,1180,1180,1170,1180,1160,1180,1180,1160,1190,1200
1140,1230,1130,985,972,755,1200,1150,1140,1090,1160,1150,1150,1150,1110,1130,1160,1160,1160,1140,1120,1140,1120,1080,1110,1100,1140,1120,1130,1130,1190,1170,1190,1190,1030,1070,956,1060,1100,1140,1160,1180,1190,1190,1230,1170,1200,1220,1190,1180,1190,1210,1200,1200,1220,1230,1120,1110,1130,1120,1140,1130,1120,1150,1170,1110,1120,1140,929,972,887,934,900,927,926,944,922,898,914,898,911,878,893,935,904,942,915,900,934,978,862,929,936,913,919,908,916,922,927,887,869,979,895,926,888,870,972,908,920,907,908,900,918,1010,874,975,934,881,876,690,702,707,662,704,717,737,760,680,671,526,701,763,824,553,860,529,712,775,819,876,828,737,844,802,752,824,0,745,556,1170,1170,1170,1150,1180,1180,1170,1150,1180,1160,1170,1170,1160,1170,1160,1170,1180
1180,1220,1110,985,962,699,1220,1150,1160,1150,1120,1110,1120,1150,1180,1150,1160,1120,1120,1180,1120,1110,1170,1130,1110,1100,1110,1130,1180,1160,1130,1170,1150,1130,1080,1060,1030,1070,1090,1100,1200,1190,1200,1200,1210,1160,1190,1210,1140,1160,1140,1200,1170,1160,1240,1230,1160,1140,1150,1170,1170,1180,1170,1180,1190,1160,1160,1180,941,962,903,944,921,939,928,929,933,918,936,914,911,883,872,964,906,948,907,894,935,972,842,929,933,939,873,901,963,849,859,815,852,959,910,932,830,840,969,917,935,926,906,855,937,986,889,953,945,900,834,704,724,757,720,725,755,735,722,771,737,693,689,749,766,658,811,716,787,740,797,829,770,763,820,824,742,824,745,0,871,1210,1200,1190,1180,1190,1190,1180,1200,1210,1170,1170,1200,1200,1220,1200,1190,1220
1140,1210,1120,998,1050,839,1240,1190,1150,1150,1230,1160,1140,1160,1150,1140,1210,1150,1170,1200,1190,1130,1160,1140,1180,1120,1170,1180,1190,1180,1190,1190,1180,1180,1050,1090,1030,1090,1130,1150,1160,1220,1200,1190,1210,1180,1190,1220,1180,1220,1180,1210,1220,1190,1220,1210,1150,1140,1110,1110,1120,1110,1140,1120,1150,1160,1140,1150,974,1050,933,968,925,963,960,988,960,944,929,947,988,961,906,961,940,973,995,944,968,1050,888,952,985,967,946,933,951,963,955,918,912,1020,939,963,912,918,1020,963,963,930,946,958,950,1040,920,994,962,930,918,771,807,823,794,820,803,830,853,815,781,718,777,844,868,745,907,707,828,879,889,918,894,872,914,900,878,896,556,871,0,1230,1230,1220,1220,1220,1230,1220,1210,1200,1210,1210,1220,1210,1210,1190,1210,1210
1260,1250,1270,1200,1200,1240,181,1230,1220,1250,1240,1250,1270,1220,1240,1240,1240,1260,1260,1260,1200,1260,1260,1270,1260,1250,1250,1240,1240,1240,1260,1230,1220,1250,1220,1270,1210,1230,1210,1180,1250,1260,1240,1240,1240,1250,1240,1260,1250,1270,1260,1280,1260,1300,1310,1320,1260,1250,1240,1260,1250,1260,1250,1240,1270,1250,1230,1250,1200,1200,1220,1230,1220,1210,1230,1200,1230,1210,1200,1230,1180,1190,1170,1190,1210,1220,1200,1230,1220,1200,1220,1220,1190,1220,1200,1180,1220,1170,1180,1190,1230,1220,1240,1230,1190,1240,1170,1220,1180,1220,1230,1200,1210,1210,1210,1220,1220,1220,1230,1200,1220,1180,1190,1180,1220,1190,1180,1220,1160,1160,1170,1210,1160,1190,1170,1180,1190,1200,1170,1190,1190,1210,1210,1200,1190,1180,1170,1210,1230,0,269,281,284,299,300,287,316,439,283,309,326,509,591,597,616,699
1260,1260,1230,1210,1190,1230,302,1220,1240,1230,1230,1240,1250,1230,1240,1240,1230,1240,1260,1260,1190,1250,1230,1260,1250,1250,1240,1250,1260,1250,1220,1230,1210,1250,1210,1260,1210,1220,1220,1180,1280,1250,1250,1250,1240,1250,1240,1240,1240,1230,1240,1290,1260,1270,1310,1320,1250,1240,1230,1250,1260,1250,1260,1240,1260,1240,1240,1250,1190,1190,1210,1240,1220,1200,1240,1170,1230,1220,1200,1230,1170,1170,1180,1160,1190,1200,1190,1220,1210,1200,1210,1220,1180,1230,1210,1190,1210,1170,1180,1180,1240,1220,1230,1230,1210,1220,1170,1230,1190,1210,1230,1180,1210,1200,1220,1220,1220,1220,1240,1190,1210,1190,1170,1190,1210,1190,1170,1220,1180,1150,1160,1210,1150,1200,1170,1170,1180,1200,1160,1180,1180,1180,1210,1200,1180,1170,1170,1200,1230,269,0,257,306,279,269,290,321,420,236,276,288,536,605,607,610,712
1260,1250,1250,1190,1200,1200,331,1220,1210,1240,1220,1230,1240,1210,1230,1220,1230,1240,1230,1250,1170,1240,1240,1260,1250,1250,1230,1240,1240,1240,1250,1230,1220,1230,1200,1280,1200,1220,1220,1180,1270,1250,1250,1260,1250,1240,1250,1250,1250,1270,1260,1290,1270,1290,1310,1320,1250,1260,1230,1260,1260,1260,1260,1240,1260,1250,1250,1260,1200,1200,1180,1190,1180,1210,1190,1170,1190,1180,1190,1190,1180,1160,1150,1160,1190,1210,1200,1200,1220,1200,1180,1190,1190,1180,1210,1170,1210,1160,1160,1170,1210,1200,1200,1190,1190,1210,1160,1190,1170,1190,1190,1180,1170,1200,1200,1210,1180,1190,1230,1190,1190,1180,1160,1170,1190,1170,1180,1200,1160,1160,1140,1210,1150,1180,1170,1160,1170,1190,1170,1180,1160,1170,1210,1200,1180,1170,1170,1190,1220,281,257,0,303,278,272,286,356,432,289,220,325,541,599,634,621,698
